"elementor-widget-container href","attachment-medium src","elementor-heading-title","elementor-heading-title 2","elementor-heading-title href","DL Beschreibung","Data-Labeling-Bedarf","Bedarf – Begründung","Geschäftsführung","Gefundene E-Mails","GF-Mail (belegt/rekonstruiert)","Impressum-Quelle/Hinweis"
"https://branchly.io/","https://ki-verband.de/wp-content/uploads/2025/11/branchly-300x300.png","IT & Security","branchly GmbH","https://branchly.io/","• KI-Layer für Websites (Suche, Chat, Navigator, Formulare)
• Nutzt bestehende Website-Inhalte als Wissensbasis (RAG)
• Mehrsprachige Chatbots und Intent-Erkennung
• Datenschutzkonform und barrierefrei","Vielleicht","KI-Anwendung auf Basis bestehender LLMs/RAG; eigenes Training gering, aber Intent-/Finetuning-Daten möglich.","Sebastian Flick, Markus Linnenberg","hello@branchly.io","","Nur generische Mail hello@ belegt; kein persönliches Muster."
"https://www.brayn.io/","https://ki-verband.de/wp-content/uploads/2025/11/brayn.io_gmbh-300x300.png","IT & Security","brayn.io GmbH","https://www.brayn.io/","• Software- und KI-Beratung aus Berlin
• Individuelle Softwareentwicklung
• Implementierung von KI-Systemen zur Prozessautomatisierung
• Kunden u.a. Bosch, Telekom, Helmholtz","Vielleicht","KI-Beratung mit Implementierung; projektabhängiger Bedarf an annotierten Daten bei eigenem Modellbau.","André Berthold, Robert Menzlow","info@brayn.io","","Nur generische Mail info@ belegt; kein persönliches Muster."
"https://www.breos.com/","https://ki-verband.de/wp-content/uploads/2025/11/breos-300x300.png",",","Data & Analytics","https://www.breos.com/","• KI- und Data-Analytics-Beratung seit 2003
• Data Science, Business Intelligence und digitale Geschäftsmodelle
• Entwicklung maßgeschneiderter KI-Prozesse
• Branchenübergreifend (Industrie, Logistik, Pharma, Automotive)","Vielleicht","Data-Analytics- und KI-Beratung mit Implementierung; bei eigenen ML-Modellen Bedarf an annotierten Daten.","","","","Website nicht erreichbar (HTTP 503)."
"https://www.brighter.ai/","https://ki-verband.de/wp-content/uploads/2025/11/Logos-Website-12-300x300.png",",","Data & Analytics","https://www.brighter.ai/","• Anonymisierungslösungen für Bild-/Videodaten (Berlin)
• Deep Natural Anonymization ersetzt Gesichter und Nummernschilder
• DSGVO-konforme Nutzung personenbezogener Aufnahmen
• 2025 von Milestone übernommen","Ja","Eigene Computer-Vision-Modelle für Gesichts-/Kennzeichenerkennung; hoher Bedarf an annotierten Bilddaten.","Marian Glaeser","hello@brighter.ai","","Nur generische Mail hello@ belegt (Impressum unter /de/impressum)."
"https://briteloom.ai/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-21-300x300.png","Sonstiges","BriteLoom GmbH","https://briteloom.ai/","• KI-gestützte Lernplattform für Unternehmensschulungen
• Interaktive KI-Simulationen (Verhandlung, Compliance)
• Personalisierte Lernpfade und Feedback
• Virtueller Lerncoach 'Loomie'","Vielleicht","Lernplattform auf Basis bestehender LLMs; eigenes Training unklar, möglicher Finetuning-Bedarf.","Marcel-André Geffé","info@briteloom.com","","Impressum extern (dieter-datenschutz.de); nur generische Mail info@briteloom.com belegt."
"https://www.bsmart-ai.de/","https://ki-verband.de/wp-content/uploads/2026/03/BSMAR_AI-300x300.png","Product & Process Development","BSMART AI","https://www.bsmart-ai.de/","• Beratung für Daten- und KI-Strategie
• Maßgeschneiderte Data-Science- und ML-Lösungen
• Schulungen zu Data Science und ML
• Über 20 Projekte in fünf Branchen","Vielleicht","KI-Beratung mit ML-Implementierung; bei eigenem Modelltraining Bedarf an annotierten Daten.","Sabayn Mirakai, Bedran Atug (Managing Directors)","info@bsmart-it.de","","Nur generische Mail info@bsmart-it.de belegt; kein persönliches Muster."
"https://buildsimple.com/","https://ki-verband.de/wp-content/uploads/2025/11/buildsimple-300x300.png","Product & Process Development","Buildsimple (eingetr. als ISR Information Products)","https://buildsimple.com/","• Cloud-Plattform für Intelligente Dokumentenverarbeitung (IDP)
• Dokumentklassifizierung und automatische Datenextraktion
• Anonymisierung und Betrugserkennung mittels ML/GenAI
• SaaS für Versicherung, Bank, Healthcare, Logistik","Ja","OCR-/Dokumenten-KI mit eigenen ML-Modellen; Klassifizierung und Extraktion erfordern annotierte Dokumentdaten.","Vorstand: André Vogt (Sprecher), Manfred Merßmann; Aufsichtsratsvorsitzender: Dr. Johannes Fues (ISR Information Products AG)","info@buildsimple.de","","Impressum der ISR Information Products AG; nur generische Mail info@ belegt."
"https://www.cadnetwork.de/","https://ki-verband.de/wp-content/uploads/2025/11/cadnetwork_gmbh.png","AI Techstack","CADnetwork GmbH","https://www.cadnetwork.de/","• Anbieter spezialisierter IT-Hardware (Workstations, Renderserver)
• GPU-Server für Deep Learning und KI-Anwendungen
• Storage- und Renderfarm-Lösungen
• NVIDIA Preferred Solution Provider","Nein","Reiner Hardware-Anbieter; entwickelt keine eigenen KI-Modelle, kein Annotationsbedarf.","","","",""
"https://www.caidera.ai/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-48-300x300.png","Healthcare & Life Sciences","Caidera GmbH","https://www.caidera.ai/","• KI-gestützte Marketing-Compliance-Plattform für Life Sciences
• Compliance Engine für Echtzeit-Prüfung von Inhalten
• Content Studio zur Erstellung konformer Inhalte
• Integration in Veeva Vault, SharePoint, Salesforce","Vielleicht","KI-Compliance-Anwendung, überwiegend LLM-basiert; regulatorische Finetuning-/Domänendaten möglich.","Max Sieg, Daniel Fernau","max.sieg@caidera.ai; daniel.fernau@caidera.ai","max.sieg@caidera.ai, daniel.fernau@caidera.ai","Persönliche GF-Mails wörtlich im Impressum belegt."
"https://calvin-risk.com/","https://ki-verband.de/wp-content/uploads/2025/11/calvin_risk-300x300.png","Product & Process Development","Calvin Risk AG","https://calvin-risk.com/","• Schweizer Plattform für AI-Governance und KI-Risikomanagement
• Automatisierte KI-Tests und AI-Inventar für regulierte Branchen
• Compliance-Unterstützung (EU AI Act) für Versicherungen, Banken, Telekom","Nein","Governance-/Compliance- und Testplattform, entwickelt keine eigenen ML-Modelle.","","","",""
"https://www.cambrion.ai/","https://ki-verband.de/wp-content/uploads/2025/11/cambrion_gmbh-300x300.png","AI Techstack","Cambrion GmbH","https://www.cambrion.ai/","• KI-Plattform zur automatisierten Dokumentenverarbeitung
• Umwandlung unstrukturierter Dokumente in strukturierte Daten
• Integrierte OCR für gedruckte und handschriftliche Inhalte
• EU-Cloud, ISO 27001, für Logistik und Automotive","Ja","OCR/Dokumenten-KI mit eigenen Datenerfassungspipelines benötigt annotierte Dokumentendaten.","Dr. Daniel Tiarks, Daniel Gamber, Lars Kornhoff (Managing Directors)","hello@cambrion.ai","","Nur generische Mail hello@ belegt; kein persönliches Muster."
"https://www.cancom.de/loesungen/it-themen/ai-loesungen/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-12-300x300.png","IT & Security","CANCOM GmbH","https://www.cancom.de/loesungen/it-themen/ai-loesungen/","• IT-Dienstleister und Digitalanbieter für digitale Transformation
• Cloud, Security, Netzwerk, Managed Services und KI-Lösungen
• Positioniert sich als AI-Enabler mit End-to-End-Implementierung","Vielleicht","KI-Integrator/Implementierer; eigener Modellbedarf projektabhängig, kein Kernprodukt mit eigenen Modellen.","Vorstand: Rüdiger Rath (CEO), Thomas Stark (CFO) (CANCOM SE)","","","Keine E-Mail im Impressum angegeben."
"https://casablanca.ai/","https://ki-verband.de/wp-content/uploads/2025/11/casablance_ai-300x300.png",",","Customer Service","https://casablanca.ai/","• KI-Software für natürlichen Blickkontakt in Videokonferenzen
• Echtzeit-Bildverarbeitung korrigiert Augen-/Kopfbewegungen
• Lokale Verarbeitung, kompatibel mit Zoom, Teams, Meet","Ja","Eigene Computer-Vision-Modelle für Echtzeit-Bildbearbeitung benötigen annotierte Bild-/Videodaten.","Carsten Kraus","info@casablanca.ai","","Nur generische Mail info@ belegt; kein persönliches Muster."
"https://www.cauliflower.ai/","https://ki-verband.de/wp-content/uploads/2025/11/cauliflower-300x300.png",",","Data & Analytics","https://www.cauliflower.ai/","• Insight-Betriebssystem für Marktforschung (Hamburg, DSGVO)
• Strukturiert Rohdaten und analysiert offene Antworten per KI-Textanalyse
• KI-Agent für kontextbewusste Studienauswertung, Dashboards, PPT-Export","Vielleicht","Data Analytics mit NLP-Textanalyse; Feintuning/eigene Modelle möglich, aber nicht klar belegt.","Lukas Jonathan Waidelich","info@cauliflower.ai","","Nur generische Mail info@ belegt; kein persönliches Muster."
"https://cerpro.io/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-16-300x300.png","Manufacturing","Cerpro GmbH","https://cerpro.io/","• Software zur Digitalisierung der Qualitätssicherung in der Fertigung
• Produkt QualiSpec extrahiert Merkmale aus technischen Zeichnungen (PDF, DXF)
• Automatisierte Erstellung von Prüfberichten (VDA, EMPB) für KMU-Metall/Maschinenbau","Ja","KI-gestützte Merkmalserkennung aus Zeichnungen/OCR benötigt annotierte technische Dokumentendaten.","Frederik Frei","info@cerpro.io","","Impressum: Vertreten durch Frederik Frei. Nur info@-Adresse, kein Muster fuer GF-Mail belegbar."
"https://www.getcertif.ai/","https://ki-verband.de/wp-content/uploads/2025/11/certif_ai_gmbh-300x300.png","Testing & Certification of AI Products","Certif.AI GmbH","https://www.getcertif.ai/","• Joint Venture von PwC, DEKRA und Stadt Hamburg zur KI-Prüfung/-Zertifizierung
• Testet und zertifiziert KI-Produkte, v.a. in physischen Umgebungen
• Fokus auf Regulierung, Sicherheit und Marktzugang","Nein","Reine Prüf- und Zertifizierungsstelle, entwickelt keine eigenen KI-Modelle.","","","",""
"https://circovision.com/","https://ki-verband.de/wp-content/uploads/2025/11/circovision-300x300.png",", ,","Agriculture & Environment","https://circovision.com/","• KI-Lösungen für die Kreislaufwirtschaft (Borchen)
• Computer Vision zur Bewertung von Produkttypen und Materialzuständen
• Forschung, Prototyping und Entwicklung maßgeschneiderter KI-Systeme","Ja","Entwickelt eigene Computer-Vision-Systeme, die annotierte Bilddaten für Objekt-/Materialerkennung erfordern.","Wilhelm Klat","klat@circovision.com","klat@circovision.com","Impressum (/legal): Vertreten durch Wilhelm Klat, persoenliche Mail klat@circovision.com woertlich belegt."
"https://www.circus-group.com/","https://ki-verband.de/wp-content/uploads/2025/11/circus_se-300x300.png","Robotics","Circus SE","https://www.circus-group.com/","• Entwickelt KI-Robotik zur autonomen Lebensmittelproduktion
• Autonomes Robotersystem CA-1 und KI-Betriebssystem CircusOS
• Betreibt globales Netzwerk autonomer Systeme, auch Defence-Lösungen","Ja","Autonome Robotik mit eigenen KI-Systemen benötigt umfangreiche Sensor-/Bilddaten-Annotation.","Nikolas Bullwinkel","contact@circus-group.com; press@circus-group.com; sales@circus-group.com","","Imprint: Managing Director Nikolas Bullwinkel. Nur Funktions-Adressen, kein persoenliches Muster."
"https://www.clinomic.ai/","https://ki-verband.de/wp-content/uploads/2025/11/clinomic-296x300.png",",","Customer Service","https://www.clinomic.ai/","• Digitale Plattform (Mona) für die Intensivmedizin
• Patientenmanagement, TeleICU, Business Analytics und KI-Tools
• Von Intensivmedizinern gegründet, ISO 27001/13485, MDR-zertifiziert","Ja","Medizinische KI mit eigenen Modellen und AppStore-KI-Tools erfordert annotierte klinische Daten.","Prof. Dr. Lukas Martin, Dr. Arne Peine","info@clinomic.ai","","Imprint (Clinomic Medical GmbH): Managing Directors Prof. Dr. Lukas Martin, Dr. Arne Peine. Nur info@, kein Muster."
"https://www.cloudflight.io/","https://ki-verband.de/wp-content/uploads/2025/11/cloudflight-300x300.png",",","Customer Service","https://www.cloudflight.io/","• Europäisches Softwareentwicklungs- und Digitalberatungsunternehmen
• Software Engineering, Cloud, Digital Commerce, Data & AI Services
• Strategischer Fokus auf Agentic AI und branchenspezifische Lösungen","Vielleicht","KI-Entwickler/Integrator mit Data-&-AI-Services; Modell-/Finetuning-Bedarf projektabhängig.","Cloudflight GmbH: André Holhozinskyj; Cloudflight Germany GmbH: André Holhozinskyj, Wassilios Alexopoulos","info@cloudflight.io","","Sammelimpressum mehrerer Konzerngesellschaften. Nur info@cloudflight.io, kein persoenliches Muster."
"https://www.cloudpal.ai/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-27-300x300.png","AI Techstack","CloudPal (Pico Ventures GmbH)","https://www.cloudpal.ai/","• KI-Plattform zur Automatisierung der Dokumentation in der Sozialwirtschaft
• Voice App für Spracheingabe und automatisierte Berichtsgenerierung
• KI-Entwicklung, -Beratung und EU-AI-Act-konforme Schulungen","Ja","Eigene KI-Entwicklung inkl. Spracherkennung/Voice-to-Text benötigt annotierte Sprach- und Textdaten.","Nicola Ritter","info@cloudpal.ai","","Impressum: Vertretungsberechtigte Nicola Ritter. Nur info@, kein Muster."
"https://cloudsupplies.de/","https://ki-verband.de/wp-content/uploads/2025/11/cloudsupplies-300x300.png",",","Consulting","https://cloudsupplies.de/","• IT-Automatisierung mit dem Produkt MILTON (Hamburg)
• Kombiniert IT-Service-Monitoring und KI zur automatischen Ticketlösung
• Professional Services, Monitoring und Reporting","Vielleicht","AIOps-Automatisierung; potenzieller Bedarf an Trainingsdaten für Ticketklassifikation, aber unklar.","Thomas Müller, Olaf Schaefers","info@cloudsupplies.de","","Impressum: Geschaeftsfuehrer Thomas Mueller und Olaf Schaefers. Nur info@, kein Muster."
"https://www.coac.de/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-8-300x300.png","Manufacturing","coac GmbH","https://www.coac.de/","• Beratungs- und Softwareunternehmen für datengetriebene Innovationen
• Consulting in Datenanalyse, KI, Machine Learning und Architektur
• Eigene Produkte (SAIFTY, SEP, MOSAIK) mit KI/ML-Anteil","Vielleicht","Data-Analytics- und ML-Beratung mit Implementierung; Modell-/Labeling-Bedarf projektabhängig.","Martin Prinz","info@coac.de","","Impressum (/imprint-mr): Authorized representative / Vertretungsberechtigt Martin Prinz. Nur info@, kein Muster."
"https://coachbot.ai/","https://ki-verband.de/wp-content/uploads/2025/11/coachbot_ai-300x300.png","Sonstiges","Coachbot AI GmbH","https://coachbot.ai/","• KI-gestützte Coaching-Plattform für Organisationen und HR-Teams
• Conversational-AI-Begleiter für Onboarding und Führungskräfteentwicklung
• Privacy by Design, DSGVO- und EU-AI-Act-konform","Vielleicht","Conversational AI, vermutlich LLM-basiert; Finetuning/Reasoning-Daten möglich, aber ggf. reiner API-Nutzer.","Lewin Keller","support@coachbot.ai","","Imprint (/legal/imprint): Managing Director Lewin Keller. Nur support@, kein persoenliches Muster."
"https://codesphere.com/","https://ki-verband.de/wp-content/uploads/2025/11/codesphere_gmbh-300x300.png","IT & Security","Codesphere GmbH","https://codesphere.com/","• Souveräne 'Virtual Cloud'-Plattformschicht (Karlsruhe/München/Berlin)
• Vendor-neutrale Infrastruktur: Compute, Storage, IaC, Monitoring, FinOps
• Installierbar On-Premises, Cloud oder hybrid","Nein","Cloud-/Infrastrukturplattform ohne eigene ML-Modelle.","","","",""
"https://www.cogitaris.de/","https://ki-verband.de/wp-content/uploads/2025/11/cogitaris-300x300.png",", ,","Customer Service","https://www.cogitaris.de/","• Unabhängiges Marktforschungsinstitut (Mainz, seit 2012)
• Full-Service-Studien zu Kunden-, Marken- und Mitarbeiterzufriedenheit
• Eigene Produkte: Reporti (KI-Dashboards), Voices (KI-Textanalyse)","Vielleicht","Marktforschung mit KI-Textanalyse; Feintuning/Trainingsdaten möglich, aber nicht klar belegt.","Aydin Nasseri","kontakt@cogitaris.de; anfrage@cogitaris.de","","Impressum: Geschaeftsfuehrer Aydin Nasseri. Nur Funktions-Adressen, kein persoenliches Muster."
"https://collect.ai/","https://ki-verband.de/wp-content/uploads/2025/11/collect_ai-300x300.png",",","Data & Analytics","https://collect.ai/","• KI-basiertes digitales Forderungsmanagement (Hamburg, Aareal-Bank-Tochter)
• Selbstlernende KI für adaptive Inkasso-Strategien und Smart Payment
• Automatisierte Kommunikation über E-Mail, SMS, Messenger","Ja","Selbstlernende KI-Modelle zur Kommunikationsoptimierung benötigen laufend gelabelte Interaktionsdaten.","Raphael Ehret","info@collect.ai","","Imprint: Managing Director Raphael Ehret. Nur info@, kein Muster."
"https://www.collectivemind.de/","https://ki-verband.de/wp-content/uploads/2025/11/collective_mind-300x300.png","AI Techstack","collective mind GmbH","https://www.collectivemind.de/","• KI/ML-Softwareentwicklung und Consulting (Leonberg)
• Eigene AI-Plattform (SDK) für Rapid Application Development von KI-Apps
• Techstack mit TensorFlow/PyTorch, ML-Stack und Computer Vision","Ja","Entwickelt eigene ML-/Computer-Vision-Software und benötigt dafür annotierte Trainingsdaten.","Armin Bär, Artur Hefner, Joshua Raabe","kontakt@comi.de","","collectivemind.de leitet auf comi.de weiter. Geschaeftsfuehrer Armin Baer, Artur Hefner, Joshua Raabe. Nur kontakt@comi.de, kein Muster."
"http://www.comeco.com/","https://ki-verband.de/wp-content/uploads/2025/11/comeco_gmbh_und_co_kg-300x300.png","Sonstiges","COMECO GmbH & Co. KG","http://www.comeco.com/","• Beratung für digitale Transformation und praktischen KI-Einsatz
• Executive Sparring für Geschäftsführung
• KI-Strategie, KI-Integration und Prozessautomatisierung
• Fokus auf pragmatische, alltagstaugliche Umsetzung","Nein","Reine KI-/Transformationsberatung ohne eigene Modelle.","","","",""
"https://www.comevis.com/","https://ki-verband.de/wp-content/uploads/2025/11/comevis-300x300.png","Sales & Marketing","comevis GmbH & Co. KG","https://www.comevis.com/","• Agentur für Audio-, Sound- und Voice-Branding
• Erstellung von Sound-Logos, Corporate Voice, Brand Music
• KI-basierte Audio-/Voice-Tools und Conversational AI
• Kunden u.a. zahlreiche DAX-Konzerne","Nein","Kreativ-/Marketingagentur, nutzt KI-Tools, aber keine eigenen Modelle.","","","",""
"https://comma-soft.com/","https://ki-verband.de/wp-content/uploads/2025/11/comma_soft_ag-300x300.png","Computer Software","Comma Soft AG","https://comma-soft.com/","• Beratung für digitale Transformation, IT-Sicherheit, Data Analytics
• Eigene KI-Plattform 'Alan' und Analytics-Lösung INFONEA
• Generative-KI-Beratung und Assistenzsysteme
• Branchenlösungen für Industrie, Versicherung, Pharma","Ja","Entwickelt eigene KI-Plattform (Alan) und LLM-/Analytics-Produkte.","Benjamin Schulte","info@comma-soft.com","","Impressum: Vertretungsberechtigter Vorstand Benjamin Schulte. Nur info@, kein Muster."
"https://www.companymind.de/","https://ki-verband.de/wp-content/uploads/2025/11/companymind-300x300.png",",","Consulting","https://www.companymind.de/","• Systemhaus für angewandte KI und SAP-Individualentwicklung
• Individualsoftware mit Machine-Learning-Algorithmen
• KI-Potenzialworkshops und branchenspezifische KI-Beratung
• Branchen: Food, Anlagenbau, Produktion, Energie","Vielleicht","Entwickelt ML-Lösungen/Individualsoftware für Kunden, teils mit eigenem Modelltraining.","Vorstand der cimt AG: Dr. Thorsten Kuhlmann, Arnt Zimmermann, Mehrdad Abdipour","info@cimt-ag.de; harald.schallner@cimt-ag.de","thorsten.kuhlmann@cimt-ag.de (rekonstruiert)","companymind.de nutzt Impressum der cimt AG (Domain cimt-ag.de). Muster vorname.nachname@cimt-ag.de belegt durch harald.schallner@cimt-ag.de; GF-Mail fuer Vorstand Dr. Thorsten Kuhlmann rekonstruiert. Unsicher, da Produkt-/Konzernstruktur."
"https://www.competence4.media/de/homede/","https://ki-verband.de/wp-content/uploads/2025/11/competence4_gmbh-300x300.png","Product & Process Development","competence4 GmbH","https://www.competence4.media/de/homede/","• Digitalagentur mit über 25 Jahren Erfahrung in Digital Media
• Konzeption von Customer Journeys, Landingpages, Dialogzielen
• Entwicklung/Betrieb von Dialog-Assistenzsystemen (mit novomind)
• Fokus auf digitale Transformation und neue Geschäftsmodelle","Nein","Digital-/Marketingagentur ohne eigene KI-Modellentwicklung.","","","",""
"https://www.complero.com/","https://ki-verband.de/wp-content/uploads/2025/11/complero-300x300.png","Customer Service","Complero GmbH","https://www.complero.com/","• Softwareanbieter für Kundendatenmanagement
• KI-basierte, vollautomatische Aktualisierung von Kontaktdaten
• DSGVO-Einwilligungsmanagement und Transparenztool DataPilot
• DSGVO-konform, deutsche Server","Vielleicht","KI-gestützte Datenautomatisierung; unklar ob eigene Modelle oder nur Abgleich.","Tobias Hamann, Steffen Schneider","info@complero.com","","Impressum: Vertreten durch Tobias Hamann, Steffen Schneider. Nur info@, kein Muster."
"https://connectivisten.de/","https://ki-verband.de/wp-content/uploads/2025/11/connectivisten-300x300.png","IT & Security","CONNECTIVISTEN GmbH","https://connectivisten.de/","• Software-Agentur für Web- und Mobile-Apps
• Maßgeschneiderte KI-Lösungen und Backend-Systeme (Node.js, Python)
• Cross-Plattform (React Native, Flutter)
• Projekt- oder Outsourcing-Partner, Fokus E-Commerce","Vielleicht","KI-Anwendungsentwickler/Integrator; ggf. Finetuning bei Kundenprojekten.","","","","Nicht erreichbar: SSL-Zertifikatsfehler bei curl (Exit 60), WebFetch liefert HTTP 503."
"https://www.consultor.de/","https://ki-verband.de/wp-content/uploads/2025/11/consultor_unternehmensberatungs_gmbh-300x300.png","Consulting","Consultor Unternehmensberatungs-GmbH","https://www.consultor.de/","• Unternehmensberatung seit 1981 für KMU
• Legal Tech, KI und digitale Transformation
• Strategie, M&A, Nachfolge, Fördermittel, Recruiting
• Prozessoptimierung und Marktexpansion","Nein","Klassische Unternehmensberatung ohne eigene KI-Modelle.","","","",""
"https://www.controlexpert.com/","https://ki-verband.de/wp-content/uploads/2025/11/controlexpert_gmbh-300x300.png","Finance & Insurance","ControlExpert GmbH","https://www.controlexpert.com/","• Digitalisierung/Automatisierung im Kfz-Schadenmanagement
• Über 18 Mio. Belege jährlich, teils vollautomatisiert
• Eigene F&E: Deep Learning, automatische Bilderkennung, Telematik
• 150+ eigene KI-Modelle, Patent im Bereich Bilderkennung","Ja","Entwickelt eigene CV-/Deep-Learning-Modelle für Bilderkennung.","Sebastian Lins, Andreas Decker","info@controlexpert.com","","Impressum (/de-de/kontakt/impressum): Geschaeftsfuehrer Sebastian Lins und Andreas Decker. Mail als info(at)controlexpert.com belegt. Kein persoenliches Muster."
"https://www.conventic.com/","https://ki-verband.de/wp-content/uploads/2025/11/conventic_gmbh-300x300.png","IT & Security","conventic GmbH","https://www.conventic.com/","• Beratung und Umsetzung von KI-Projekten zu Festpreisen
• Modulare Angebote: KI-Check, KI-Pilot, Chief AI Officer as a Service
• Chatbots und Prüfwerkzeuge für dokumentenbasierte Prozesse
• Datenqualitäts-Check und KI-Schulungen","Vielleicht","KI-Integrator mit Implementierung, ggf. Finetuning bei Kundenprojekten.","Bernd Maurer","hello@conventic.com; b.maurer@conventic.com","b.maurer@conventic.com","Impressum: Geschaeftsfuehrer Bernd Maurer; persoenliche Mail b.maurer@conventic.com woertlich (schema.org) belegt."
"https://www.cortea.ai/de","https://ki-verband.de/wp-content/uploads/2025/11/cortea_ai-300x300.png","IT & Security","Cortea AI","https://www.cortea.ai/de","• KI-Agenten für Abschluss- und IT-Prüfungen (Wirtschaftsprüfer)
• Automatisierte Risikoanalyse, Compliance-Checklisten (IFRS, HGB)
• Validierung von Abschlussdaten mit Audit Trail
• Prüfungsstandard-konform (ISA 315, IDW PS)","Vielleicht","KI-Agenten auf LLM-Basis; ggf. Finetuning/domänenspezifische Daten nötig.","Valentin Neumann, Philipp Hövelmann","contact@cortea.ai","","Imprint (Automated Systems GmbH): Managing Directors Valentin Neumann, Philipp Hoevelmann. Nur contact@, kein Muster."
"https://www.covisionlab.com/","https://ki-verband.de/wp-content/uploads/2025/11/covision_lab-300x300.png",",","Consulting","https://www.covisionlab.com/","• Computer-Vision- und KI-Forschung/-Entwicklung (Brixen, IT)
• Ausgelagertes R&D-Team für industrielle CV-Lösungen
• Deep Learning, Embedded Vision, 3D-Sensing
• Spin-offs: visuelle Inspektion (Metalle), 3D-Digital-Twins","Ja","Entwickelt eigene Computer-Vision-/Deep-Learning-Modelle.","","","","Impressum-Seite (/imprint) rein JS-gerendert (Webflow/React), Inhalt via curl+WebFetch nicht extrahierbar; keine Daten belegbar."
"https://curiosity.ai/","https://ki-verband.de/wp-content/uploads/2025/11/curiosity-300x300.png","AI Techstack","Curiosity","https://curiosity.ai/","• KI-Plattform, die Unternehmensdaten in Knowledge-Layer wandelt
• Context-Graph zur Vernetzung fragmentierter Daten
• KI-Apps für Knowledge Management, Support, Engineering, QC
• Zielbranchen: Luftfahrt, Energie, Fertigung, Pharma","Vielleicht","Datenstrukturierung/KI-Apps; Kernstärke Context-Graph, unklar ob eigene Modelle.","Rafael Fernandes de Oliveira, Dr. Leon Zucchini","hello@curiosity.ai","","Aus /imprint: 'Represented by: Rafael Fernandes de Oliveira, Dr. Leon Zucchini'. Nur generische Mail hello@curiosity.ai, kein persoenliches Muster belegt."
"https://cynefy.com/","https://ki-verband.de/wp-content/uploads/2025/11/cynefy-300x300.png","Consulting","CYNEFY GmbH","https://cynefy.com/","• IT-Dienstleister aus Regensburg (Managed Services, Security)
• Datenanalyse und KI zur Optimierung von Geschäftsmodellen
• Softwareentwicklung, Reporting, Datenbanken (Cloud/on-premise)
• IT-Strategie und Informationssicherheit","Vielleicht","Datenanalyse mit KI und Softwareentwicklung; mögliche Implementierung eigener Modelle.","Stefan Lohner","backoffice@cynefy.de","","Impressum: 'Geschäftsführung: Stefan Lohner', Mail backoffice@cynefy.de. Kein persoenliches Muster belegt."
"https://d3-data.com/","https://ki-verband.de/wp-content/uploads/2025/11/d3-300x300.png","Data & Analytics","D3 Data Services GmbH","https://d3-data.com/","• Beratung für Data Science und künstliche Intelligenz
• Datenbereinigung, Analyse und Visualisierung
• Entwicklung von Algorithmen und Software
• KI-basierte Lösungen für KMU","Vielleicht","Data Science mit eigener Algorithmenentwicklung für Kundenprojekte.","Jonas Rathke, Johannes Körner","info@d3-data.com","","Impressum (JS-Modal, via WebFetch): Geschäftsführer Jonas Rathke, Johannes Körner; Mail info@d3-data.com. Kein persoenliches Muster."
"http://www.dainstudios.com/","https://ki-verband.de/wp-content/uploads/2025/11/Logos-Website-13-300x300.png",",","Consulting","http://www.dainstudios.com/","• Deutsch-finnische Data- & AI-Beratung (Berlin, München, Helsinki)
• Data- und AI-Strategie, Agentic AI, generative KI
• Data Science und Machine-Learning-Lösungen, Datenarchitektur
• Data-/AI-Schulungen","Vielleicht","Beratung mit ML-/Data-Science-Implementierung; ggf. Modelltraining bei Projekten.","Dirk Hofmann","dirk.hofmann@dainstudios.com, ulla.kruhse-lehtonen@dainstudios.com, saara.hyvonen@dainstudios.com, info@dainstudios.com","dirk.hofmann@dainstudios.com","GF Dirk Hofmann (Impressum). Kontaktseite listet persoenliche Mails im Muster vorname.nachname@dainstudios.com; GF-Mail woertlich belegt."
"https://damalo.ai/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-42-300x300.png","IT & Security","DAMALO GmbH","https://damalo.ai/","• Produktisierte Microsoft-Beratung via KI-Agenten
• Vorgefertigte Blueprints (M365, Intune) mit Festpreis
• Umsetzung in 1-2 Wochen statt Monaten
• Läuft auf Azure AI Services, keine eigenen Modelle","Nein","Beratungsservice auf Basis von Azure AI; reiner API-Nutzer ohne eigene Modelle.","","","",""
"https://www.damedic.ai/","https://ki-verband.de/wp-content/uploads/2025/11/damedic-300x300.png","Healthcare & Life Sciences","damedic GmbH","https://www.damedic.ai/","• Erlösmanagement für Krankenhäuser
• CodeSure: KI-gestützte Kodierung von Patientenfällen
• CodeReview und ClaimGuard (MD-Prüfungen)
• Kombination aus KI-Software und Fachexperten","Ja","Dokumenten-/Kodierungs-KI auf klinischen Daten mit eigenen Modellen.","Dr. med. Rupprecht Milojcic, Dr. Lukas Gilz","info@damedic.ai, datenschutz@damedic.ai","","Aus /legal (Imprint): 'Vertreten durch die Geschäftsführer Dr. med. Rupprecht Milojcic und Dr. Lukas Gilz'. Nur generische Mails."
