"elementor-widget-container href";"attachment-medium src";"elementor-heading-title";"elementor-heading-title 2";"elementor-heading-title href";"DL Beschreibung";"Data-Labeling-Bedarf";"Bedarf – Begründung"
"https://www.digimindlabs.com/";"https://ki-verband.de/wp-content/uploads/2025/11/KI-BV";"Product & Process Development";"Digimind GmbH";"https://www.digimindlabs.com/";"• GreenDeepTech-Startup aus Berlin für zirkuläre Verpackungen
• KI-Software zur Optimierung von Kunststoffverpackungen (FMCG)
• KI-Design-Advisor mit sofortigem Feedback zu Designmerkmalen
• Eigene KI-Entwicklung für nachhaltiges Verpackungsdesign";"Ja";"Entwickelt eigene KI-Software/Modelle zur Verpackungsoptimierung; Bedarf an domänenspezifischen Trainingsdaten."
"https://divis.io/";"https://ki-verband.de/wp-content/uploads/2025/11/divisio-300x300.png";"Product & Process Development";"DIVISIO GmbH";"https://divis.io/";"• Beratung und Entwicklung im Bereich ML und KI (Köln)
• Individuelle KI-Software von Konzeption bis Inbetriebnahme
• Wartung und Weiterentwicklung fertiger Implementierungen
• Schulungen/Workshops zu KI, ML und Deep Learning";"Ja";"Entwickelt kundenspezifische ML-/Deep-Learning-Modelle; benötigt annotierte Daten für Modelltraining."
"https://www.getplato.co/";"https://ki-verband.de/wp-content/uploads/2025/11/dm_technologies_gmbh-300x300.png";"Data & Analytics";"DM Technologies GmbH (Plato)";"https://www.getplato.co/";"• KI-Wachstumsplattform Plato für den B2B-Großhandel (Berlin)
• Sales-Intelligence-Add-on mit tiefer ERP-Integration
• Automatische Bestellerstellung, Up-/Cross-Selling-Analysen
• ML-Analyse von Kunden- und Auftragsdaten";"Vielleicht";"KI-/ML-Analyseplattform auf strukturierten ERP-Daten; Bedarf an klassischem Data Labeling gering, teils eigenes Modelltraining."
"";"https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-14-300x300.png";"Product & Process Development";"DMKI Beteiligung UG";"";"• Beteiligungs-/Trägergesellschaft hinter dem KI Bundesverband
• Verbindung zum Bundesverband der KI-Unternehmen in Deutschland
• Fokus Community, Interessenvertretung, Netzwerk und Events
• Kein operatives Produkt-/Modellgeschäft erkennbar";"Nein";"Reine Beteiligungs-/Verbandsträgergesellschaft ohne eigene Modell- oder Produktentwicklung."
"https://dndy.de/";"https://ki-verband.de/wp-content/uploads/2025/11/dndy-300x300.png";"IT & Security";"DNDY. Data and Design GmbH";"https://dndy.de/";"• Verbindung von Data Science und strategischem Design (Berlin)
• Entwicklung intelligenter Technologiesysteme (ML/DL)
• Data Science/Analytics und Service-Design für Innovation
• Maßgeschneiderte Daten- und KI-Lösungen, digitale Geschäftsmodelle";"Vielleicht";"Data Science mit ML-/DL-Entwicklung; projektabhängiger Labeling-Bedarf, aber auch stark design-/beratungsorientiert."
"https://www.dnl.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/deep_neuron_lab-300x300.png";"Data & Analytics";"DNL Deep Neuron Lab GmbH";"https://www.dnl.ai/";"• KI-basierte Analyse von Finanz- und Nachhaltigkeitsberichten
• Plattform Notes Auditor für Wirtschaftsprüfer (5.000+ Nutzer)
• Automatische Kennzahlen-Extraktion aus Dokumenten
• Eigene Modelle aus Image Processing (OCR) und NLP";"Ja";"Eigene OCR-/Dokumenten-KI- und NLP-Modelle; hoher Bedarf an annotierten Dokumenten-/Finanzdaten."
"https://www.doubleslash.de/";"https://ki-verband.de/wp-content/uploads/2025/11/double_slash-300x300.png";"Product & Process Development";"doubleSlash Net-Business GmbH";"https://www.doubleslash.de/";"• IT-Beratung und individuelle Softwareentwicklung (Friedrichshafen)
• Software für Marketing- und Vertriebsabteilungen
• Connected Mobility, IoT, Monetization, Data-Driven Solutions
• Kunden u.a. BMW, Deutsche Post, ZF, Porsche";"Vielleicht";"Softwaredienstleister mit Data-Driven Solutions; eigene ML-Modelle nicht Kern, Labeling nur bei einzelnen Datenprojekten."
"https://lichtupartner.de/";"https://ki-verband.de/wp-content/uploads/2025/11/dr._licht_und_partner_-_wirtschaftsjuristen.png";"Consulting";"Dr. Licht und Partner – Wirtschaftsjuristen";"https://lichtupartner.de/";"• Kanzlei von Wirtschaftsjuristen in Schmalkalden
• Rechtsberatung, Vertragsgestaltung, Energierecht, Mediation
• Datenschutzrecht, Hinweisgeberschutz, Vergabe und Förderung
• Reine juristische Dienstleistung ohne KI-Produkte";"Nein";"Reine Rechtsberatung/Compliance ohne eigene KI-/ML-Modelle; kein Bedarf an Data Labeling."
"https://www.dymatrix.de/";"https://ki-verband.de/wp-content/uploads/2025/11/dymatrix-300x300.png";",";"Consulting";"https://www.dymatrix.de/";"• Plattform für Customer-Experience- und Kampagnenmanagement
• Automated Decision AI zur 1:1-Personalisierung über Kanäle
• Real-Time-Data-Plattform mit einheitlichen Kundenprofilen
• Beratung: Data Engineering, Data Science, datengetriebenes Marketing";"Vielleicht";"Eigene KI zur Personalisierung/Entscheidung auf Kundendaten (Predictive/Decision AI); ML-Modelle vorhanden, aber Marketing-Fokus, primär strukturierte Daten."
"https://www.ebenbuild.com/";"https://ki-verband.de/wp-content/uploads/2025/11/KI-BV";"Healthcare & Life Sciences";"Ebenbuild GmbH";"https://www.ebenbuild.com/";"• Digital-Twin-Technologie für die Lungenmedizin (Pulmonologie)
• Aerogram: klinische Entscheidungshilfe zur Simulation von Beatmungsstrategien
• Twinhale: In-silico-Plattform zur Optimierung der Arzneimittelabgabe in den Atemwegen
• Physikbasierte Modellierung kombiniert mit patientenspezifischen Bilddaten (CT)";"Ja";"Erstellung virtueller Lungen aus patientenspezifischen CT-Daten erfordert medizinische Bildsegmentierung/Annotation; medizinische Bild-KI."
"https://quantgeist.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ebenbuild-300x300.png";"Data & Analytics";"Eber Levich Schirmer Quantgeist GbR";"https://quantgeist.com/";"• Softwareplattform zur Begleitung der KI-Transformation von Organisationen
• KI-gestützte Workshops mit digitalen Agenten (Learn/Lead/Insight)
• Personalisierte Schulungen und Entscheidungsunterstützung für Führungskräfte
• Kunden: große Konzerne aus Finanz, Pharma, Konsumgüter";"Nein";"Change-/Transformationsbegleitung und Schulung mit KI-Agenten; nutzt vermutlich vorhandene LLMs als API, keine eigenen Modelle."
"https://www.economicai.com/";"https://ki-verband.de/wp-content/uploads/2025/11/economic_ai-300x300.png";", ,";"Consulting";"https://www.economicai.com/";"• Spezialist für Causal AI und Machine Learning
• Analyse von Ursache-Wirkungs-Beziehungen in Daten
• Lösungen über Standard-ML hinaus
• Konkrete Produktdetails auf der Website begrenzt";"Vielleicht";"Entwickelt eigene ML-/Causal-AI-Modelle; Causal AI ist jedoch stärker strukturbasiert, Bedarf an Labeling geringer als bei Deep-Learning."
"https://www.effipy.de/";"https://ki-verband.de/wp-content/uploads/2025/11/effipy-300x300.png";"Product & Process Development";"EffiPy";"https://www.effipy.de/";"• Softwareentwicklung für Unternehmen (B2B)
• Erstellung maßgeschneiderter Softwarelösungen
• Fokus auf Effizienz von Geschäftsprozessen
• Nähere Angaben zu KI/Modellen auf der Website begrenzt";"Vielleicht";"B2B-Softwareentwicklung; ohne klaren Nachweis eigener ML-Modelle unsicher, potenziell Datenprojekte mit Finetuning."
"https://www.ehrenmueller.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/ehrenmueller-300x300.png";",";"Consulting";"https://www.ehrenmueller.ai/";"• KI-Dienstleister für den Mittelstand, über 200 KI-Projekte seit 2019
• Entwicklung eigener KI-Modelle: Forecasting, Empfehlungssysteme, Bild- und Spracherkennung
• Custom Chatbots und Voicebots
• KI-Beratung, Schulungen und E-Learning (u.a. EU AI Act)";"Ja";"Entwickelt kundenspezifische Bild- und Spracherkennung sowie Forecasting-Modelle; Training solcher CV-/Speech-Modelle erfordert annotierte Daten."
"https://elevait.de/";"https://ki-verband.de/wp-content/uploads/2025/11/elevait-300x300.png";"IT & Security";"elevait GmbH & Co. KG";"https://elevait.de/";"• KI-Automatisierungsplattform (elevait suite) für Geschäftsprozesse
• Automatisierte Dokumentenverarbeitung und Dokumentenmanagement (OCR/Dokumenten-KI)
• Service-Center- und Auftragsautomatisierung (ERP)
• Branchen: Energie/Utilities, Bau, Ingenieurwesen, Healthcare";"Ja";"Automatisierte Dokumentenverarbeitung/OCR und Extraktion erfordern annotierte Dokumentendaten für eigene Modelle."
"https://ellamind.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ellamind-300x300.png";"AI Techstack";"ellamind GmbH";"https://ellamind.com/";"• Entwicklung spezialisierter KI-Agenten für regulierte Branchen (Versicherung, Bank)
• elluminate: Evaluierungsplattform für KI-Agenten mit Scoring/Qualitätsprüfung
• ellarun (sichere Runtime, Audit-Trails) und ellaverse (simulierte Arbeitsumgebungen)
• Fokus EU-AI-Act, EU-Datenhoheit, modellunabhängig";"Ja";"Aufbau und Evaluierung von LLM-Agenten mit Scoring; Bedarf an Evaluations-, Reasoning- und Trainingsdaten (historisch auch deutsche LLM-Entwicklung)."
"https://emerge-tech.io/";"https://ki-verband.de/wp-content/uploads/2025/11/emerge-300x105.png";"HR & Recruiting";"Emerge Tech GmbH";"https://emerge-tech.io/";"• Berliner HR-Tech-Startup (2024), KI-Agenten für Employer Branding
• Digitale Agenten 'Creative Carla' (Kampagnen) und 'Data Dana' (Kanal-Aussteuerung)
• Automatisierte Arbeitgebermarken und Recruiting-Sichtbarkeit für den Mittelstand
• Wirbt mit 40% besserem Bewerber-Matching, 87% günstiger als Agenturen";"Vielleicht";"KI-Agenten für Marketing/Employer Branding, vermutlich überwiegend LLM-API-Nutzung; Matching-Komponente könnte eigene Modelle/Finetuning erfordern."
"https://empion.io/";"https://ki-verband.de/wp-content/uploads/2025/11/empion-300x300.png";"HR & Recruiting";"Empion GmbH";"https://empion.io/";"• Recruiting-Tech mit KI-basiertem Matching von Talenten und Unternehmen
• Kultur- und Persönlichkeitsanalyse (Cultural/Talent Analysis)
• Automatisiertes Matching auf Basis von Persönlichkeit, Fähigkeiten, Unternehmenskultur
• Kunden u.a. P&G, Personio, T-Systems, Siemens";"Vielleicht";"Eigene Matching-/Analyse-Modelle auf Persönlichkeits- und Kulturdaten; Data-Analytics mit möglichem Trainings-/Labelbedarf, primär strukturierte Daten."
"https://www.empolis.com/";"https://ki-verband.de/wp-content/uploads/2024/10/Logo-Empolis-AG-300x85.png";"Data & Analytics";"Empolis Information Management GmbH";"https://www.empolis.com/";"• KI-basierte Wissensmanagement-Software für die Industrie (SaaS)
• Zentrale Wissensplattform mit KI-Informationssuche und Entscheidungsunterstützung
• Anwendungen: Customer Support, Field Service, Qualität, Produktion
• Über 300 Industriekunden (KUKA, Phoenix Contact, Vaillant)";"Ja";"Eigene NLP-/semantische Such- und Wissens-KI; Training und Evaluierung erfordern annotierte Text-/Dokumentendaten."
"https://energy-robotics.com/";"https://ki-verband.de/wp-content/uploads/2025/11/energy_robotics-300x300.png";",";"Logistics";"https://energy-robotics.com/";"• Hardware-unabhängige KI-Plattform für autonome Industrieinspektion (Roboter/Drohnen)
• Roboter-Betriebssystem, cloudbasiertes Flottenmanagement, KI-Datenanalyse
• Ferninspektion in rauen Umgebungen (Öl, Gas, Petrochemie, Energie)
• Über 1 Mio. Inspektionen; Kunden Shell, BP, BASF, E.ON";"Ja";"Autonome Robotik mit KI-gestützter Bildanalyse/Objekterkennung für Inspektionen; benötigt annotierte Sensor-/Bilddaten."
"https://speedie.io/";"https://ki-verband.de/wp-content/uploads/2025/11/engaige-300x300.png";"Finance & Insurance";"engaige GmbH";"https://speedie.io/";"• KI-Spezialist mit Expertise in NLP und Large Language Models
• Produkt Speedie: KI-gestützter AVB-/Bedingungsvergleich für Versicherungen
• Automatisierte, präzise Analyse von Versicherungsbedingungen
• Konkrete KI-Use-Cases für die Versicherungsbranche";"Ja";"NLP/LLM-Analyse von Versicherungsdokumenten; Aufbau domänenspezifischer Dokumenten-KI erfordert annotierte Daten/Finetuning."
"https://engenious.de/";"https://ki-verband.de/wp-content/uploads/2025/11/engenious_gmbh-300x300.png";"AI Techstack";"engenious GmbH";"https://engenious.de/";"• Softwareingenieurbüro für individuelle Software, Cloud und KI (seit 2015)
• Eigene KI-Plattform 'engenious AI' zur LLM-Nutzung in Unternehmensprozessen
• KI-basierte Dokumentenklassifizierung
• DSGVO-konform, Hosting in Deutschland";"Vielleicht";"Überwiegend LLM-Integration und Individualsoftware; KI-basierte Dokumentenklassifizierung könnte Labeling/Finetuning erfordern."
"https://ennoia.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/ennoia.ai-300x300.png";"Consulting";"ennoia GmbH";"https://ennoia.ai/";"• Implementierungspartner für KI und Automatisierung im Mittelstand
• Open-Source-KI-Plattform (DSGVO-konform), Hosting in Deutschland
• Zertifizierter n8n-Partner, Open-WebUI-Beratung, Workflow-Automatisierung
• Programm MENTIS: Strategie, Technologie, Enablement, Umsetzung";"Vielleicht";"Integrator/Hosting von Open-Source-LLMs und Automatisierung; überwiegend API-/Plattformnutzung, potenziell Finetuning bei Use-Cases."
"https://www.enter-ai.de/";"https://ki-verband.de/wp-content/uploads/2025/11/enter_ai-300x300.png";"Customer Service";"enter ai UG (haftungsbeschränkt)";"https://www.enter-ai.de/";"• Entwicklung maßgeschneiderter KI-Agenten für Unternehmen
• Kundenservice-Automatisierung (Qualifizierung, FAQ-Beantwortung)
• Automatisierte Rechnungsprüfung per KI-Agent
• Begleitung von Konzeption über Umsetzung bis Schulung";"Vielleicht";"KI-Agenten/Anwendungsentwicklung, vermutlich auf Basis bestehender LLMs; Bedarf an Labeling/Finetuning je nach Projekt möglich."
"https://www.eoda.de/";"https://ki-verband.de/wp-content/uploads/2025/11/eoda_gmbh-300x300.png";"Data & Analytics";"eoda GmbH";"https://www.eoda.de/";"• Data-Science- und KI-Beratungs- und Softwarehaus (Kassel, seit 2010)
• Portfolio: Beratung, Analytics-Services, Software und Schulungen
• Predictive Analytics, Predictive Maintenance, Advanced Analytics, R
• Von Use-Case-Identifikation bis Produktivbetrieb der Modelle";"Vielleicht";"Data-Science-Beratung mit Implementierung eigener ML-/Analytics-Modelle; Labelbedarf projektabhängig, oft strukturierte Daten."
"https://www.ginkgo-analytics.com/";"https://ki-verband.de/wp-content/uploads/2025/11/KI-BV";"Consulting";"Eraneos Analytics Germany GmbH";"https://www.ginkgo-analytics.com/";"• Data-Science- und Data-Engineering-Spezialist der Eraneos-Gruppe (Hamburg)
• Datenanalyse, Big Data, mathematische Optimierung
• Machine Learning, neuronale Netze und KI für DAX-/Fortune-500-Kunden
• Eigenes Quantum Lab für KI-Use-Cases";"Vielleicht";"Consulting, das ML/neuronale Netze für Kunden implementiert; bei CV-/Deep-Learning-Projekten Annotationsbedarf, jedoch projektabhängig."
"https://erium.de/";"https://ki-verband.de/wp-content/uploads/2025/11/erium-300x300.png";",";"IT & Security";"https://erium.de/";"• Technologieanbieter für KI-gestützte Prozessoptimierung in der Industrie (München, seit 2019)
• KI-Plattform HALerium: Erstellung von KI-Modellen ohne Data-Scientist-Kenntnisse
• Anwendung in Automobilfertigung, OEE-Optimierung, Vertriebsplanung
• Unterstützung bei ML-Einführung in Unternehmen";"Vielleicht";"Eigene ML-/KI-Plattform (Bayesian/Causal); laut Gründer wird Datenrelevanz oft überschätzt, daher geringerer Labelbedarf als bei Deep-Learning."
"https://www.eu-rechnung.de/";"https://ki-verband.de/wp-content/uploads/2025/11/eu_rechnung-300x300.png";"Product & Process Development";"EU-Rechnung";"https://www.eu-rechnung.de/";"• Software zur Umwandlung von PDF-Rechnungen in E-Rechnungsformate (ZUGFeRD, XRechnung)
• KI-gestützte Analyse und Extraktion von Rechnungsdaten
• Validierung und Visualisierung von E-Rechnungen, REST-API
• Zielgruppe: Selbstständige und KMU zur Erfüllung der E-Rechnungspflicht";"Vielleicht";"KI-gestützte Dokumenten-/Rechnungsextraktion; unklar, ob eigene Modelle trainiert werden oder Standard-Parsing/APIs genutzt werden."
"https://www.eucon.com/";"https://ki-verband.de/wp-content/uploads/2025/11/eucon-300x300.png";", ,";"Finance & Insurance";"https://www.eucon.com/";"• Datengetriebene Lösungen für die Automobilbranche (Aftermarket, Preis- und Produktmanagement)
• Advanced Analytics mit KI und Big-Data auf über 20 Mrd. Datensätzen
• Plattform PartsPool für Ersatzteilmanagement und Preisvergleiche
• Maßgeschneiderte Marktstudien und Schulungen";"Vielleicht";"Advanced Analytics und KI auf großen Datenbeständen; eigene Modellentwicklung möglich, aber schwerpunktmäßig Daten/Analytics-Plattform."
"https://www.evaco.de/";"https://ki-verband.de/wp-content/uploads/2025/11/evaco-300x300.png";"Consulting";"EVACO GmbH";"https://www.evaco.de/";"• Beratung und Implementierung von Business-Intelligence- und Analytics-Lösungen
• Datenintegration aus CRM/ERP/Finanzsystemen, Dashboards und Reporting
• Intelligente Suche und KI-Technologien
• Reseller/Integrator von Qlik, Power BI, Tableau, Snowflake u.a.; Schulungen";"Vielleicht";"KI-Beratung und BI-Implementierung mit Datenanalytik; überwiegend Integration von Drittanbieter-Tools, kein klar eigenes Modelltraining."
"https://evival.net/";"https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-44-300x300.png";"evival Technologies GmbH";"";"https://evival.net/";"• Ingenieurbüro für Digitalisierung, KI- und Web-Entwicklung
• Entwicklung von KI-Systemen zur Automatisierung von Unternehmensprozessen
• Individuelle Softwareentwicklung, Schnittstellen, Shopware/E-Commerce
• Digitalisierungsberatung und Datenschutz für den Mittelstand";"Vielleicht";"KI-Anwendungsentwickler/Integrator mit Prozessautomatisierung; potenzieller Finetuning-Bedarf, aber keine eigenen Foundation-Modelle erkennbar."
"https://www.evocenta.com/";"https://ki-verband.de/wp-content/uploads/2025/11/evocenta-300x300.png";"AI Techstack";"evocenta GmbH";"https://www.evocenta.com/";"• Entwicklung der KI-Agentin EMMA AI für Unternehmen und öffentliche Verwaltung
• Eigene IHP-Technologie, beworben als rechtssicher und halluzinationsfrei
• Module für Compliance, Insight und Analytics; Automatisierung im Kundenservice
• TÜV-geprüft, ISO 27001, DSGVO- und EU-AI-Act-konform";"Ja";"Anbieter einer eigenen KI-Agenten-/LLM-Technologie (IHP); eigenes Modell- und Reasoning-Setup erfordert Trainings- und Annotationsdaten."
"https://www.exasol.com/de/";"https://ki-verband.de/wp-content/uploads/2026/04/Logos-Website-6-300x300.png";"IT & Security";"Exasol AG";"https://www.exasol.com/de/";"• In-Memory-Analytics-Datenbank mit spaltenorientierter MPP-Architektur
• Hochperformante Data-Warehouse- und Echtzeit-Analytik
• Unterstützung von KI-/ML-Workloads (als Infrastruktur/Engine)
• Deployment on-premise, Private/Public Cloud (AWS, Azure, GCP)";"Nein";"Datenbank-/Infrastrukturanbieter; ermöglicht ML-Workloads bei Kunden, trainiert aber keine eigenen Modelle mit Labeling-Bedarf."
"https://www.exb.de/";"https://ki-verband.de/wp-content/uploads/2025/11/exlabs_gmbh.png";"Customer Service";"ExB Labs GmbH";"https://www.exb.de/";"• Intelligent-Document-Processing-Plattform (IDP) für automatisierte Dokumentenverarbeitung
• Maßgeschneiderte KI-Modelle zur Extraktion aus jeglichen Dokumenttypen
• Verarbeitung von Rechnungen, E-Mails, Berichten, unstrukturierten Daten
• Branchenfokus Gesundheitswesen, Versicherung, Logistik, Finance; Made in Germany";"Ja";"Eigene KI-Modelle für OCR/Dokumenten-Extraktion; kundenspezifische Modelle erfordern umfangreiches Data Labeling/Annotation."
"https://www.exelentic.com/";"https://ki-verband.de/wp-content/uploads/2025/11/exelentic_gmbh-300x300.png";"Product & Process Development";"Exelentic GmbH";"https://www.exelentic.com/";"• Hyperautomation und Prozessoptimierung
• Robotic Process Automation (RPA), OCR und Process Mining
• KI-gestützte Automatisierung von Routineaufgaben
• Beratung und Implementierung zur Effizienzsteigerung";"Vielleicht";"Automatisierungs-Integrator mit OCR/KI; nutzt vermutlich bestehende Engines, eigenes Modelltraining nicht klar belegt."
"https://www.exorbyte.com/";"https://ki-verband.de/wp-content/uploads/2025/11/exorbyte-300x300.png";"Data & Analytics";"exorbyte GmbH";"https://www.exorbyte.com/";"• Softwarehersteller für intelligentes Data Matching und Datenqualität
• High-Performance-Matching-Engine (matchmaker) für Millionen Datensätze
• Suche, Abgleich, Validierung, Erkennung und Anreicherung von Stammdaten
• Kunden in Versicherung, Behörden, Finanz, Telekommunikation, Handel";"Vielleicht";"Eigene Matching-/Suchtechnologie im Datenumfeld; überwiegend algorithmisches Fuzzy-Matching, möglicher ML-Anteil unklar."
"http://www.explorate.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/explorateai-300x300.png";"Consulting";"Explorate AI GmbH";"http://www.explorate.ai/";"• Partner für KI- und Data-Science-Lösungen sowie Industrie 4.0
• Trainings und Beratung von Strategie bis Umsetzung
• Entwicklung von IoT-Produkten bis zur Marktreife
• Standorte in Berlin und der Schweiz";"Vielleicht";"KI-Beratung mit Implementierung und Produktentwicklung; bei konkreten Umsetzungsprojekten möglicher Bedarf an Trainingsdaten."
"https://explosion.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/explosionai-300x300.png";",";"AI Techstack";"https://explosion.ai/";"• Entwickler-Tools und Lösungen für KI, Machine Learning und NLP
• spaCy: führende Open-Source-NLP-Bibliothek (Python)
• Prodigy: moderne Annotationsplattform für Trainingsdaten (NER, Klassifikation, Bilder)
• Ellf: KI-Assistent für NLP-/ML-Entwicklung";"Ja";"Betreibt eigene NLP-Modelle (spaCy) und eine Annotationsplattform (Prodigy); Data Labeling ist Kern des Geschäfts."
"https://fastbreak.one/";"https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-46-300x300.png";"Product & Process Development";"Fastbreak.One GmbH";"https://fastbreak.one/";"• Strategieberatung für Plattform-, KI- und Ökosystem-Strategien
• Sparringspartner für KI-Transformation von Orientierung bis Skalierung
• Venture Building, Accelerator-Programme, Platform Innovation Kit
• Webinare, Trainings und Studien zur Plattformökonomie";"Nein";"Reine Strategie-/Transformationsberatung ohne eigene Modellentwicklung; kein Labeling-Bedarf."
"https://www.fayotec.eu/";"https://ki-verband.de/wp-content/uploads/2025/11/fayotec_gmbh-300x49.png";"IT & Security";"FayoTec GmbH";"https://www.fayotec.eu/";"• Automatisierung und digitale Transformation aus Karlsruhe
• Lösungen in IT-Infrastruktur, Prozessautomatisierung, KI und AR/VR
• Individuelle Softwareentwicklung und industrielle Automatisierung
• Kleines IT-Dienstleistungs- und Beratungsunternehmen";"Vielleicht";"KI-Integrator/Softwareentwickler mit Automatisierung; eigenes Modelltraining möglich, aber nicht eindeutig belegt."
"https://www.ferret-go.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ferret-278x300.png";"Media, Communication & Culture";"ferret go GmbH";"https://www.ferret-go.com/";"• Automatisiertes Community-Management und Moderation (Produkt Conversario)
• NLP- und Machine-Learning-Technologie zur Moderation von Online-Kommentaren
• Kontinuierlich lernende KI, Integration in Social Media, Apps, Chats
• Marken-eigene Social-Plattformen (Engagently)";"Ja";"Eigene NLP-/ML-Modelle zur Text-Moderation und -Klassifikation; laufendes Training erfordert annotierte Textdaten."
"https://fiasco.de/";"https://ki-verband.de/wp-content/uploads/2025/11/fiasco-300x300.png";"IT & Security";"FIASCO GmbH";"https://fiasco.de/";"• KI-basierte Plattform zur Kfz-Schadenbewertung
• KI-System SOFIA erkennt Fahrzeugteile und Schäden auf Bildern (Computer Vision)
• Schnelle, automatisierte Schadenkalkulation für Versicherung, Flottenleasing, Werkstätten
• ISO 27001-zertifiziert";"Ja";"Eigene Computer-Vision-Modelle zur Schadenserkennung auf Bildern; benötigt umfangreich annotierte Bilddaten."
"https://finception.de/";"https://ki-verband.de/wp-content/uploads/2025/11/finception_gmbh-300x300.png";"Data & Analytics";"finception GmbH";"https://finception.de/";"• Softwarehaus für betriebliches Rechnungswesen und Controlling (Smart Accounting)
• Digitalisierung und Automatisierung von Buchhaltungsprozessen
• Produkt ProfinPlus mit KI-Datenanalyse im Controlling
• Innovative Finanzprodukte für Unternehmen aller Größen";"Vielleicht";"KI-gestützte Datenanalyse in Buchhaltungssoftware; eigener Modell-/Annotationsbedarf unklar, eher Analytics-Anwendung."
"https://flowcate.com/";"https://ki-verband.de/wp-content/uploads/2026/04/Logos-Website-300x300.png";"AI Techstack";"Flowcate GmbH";"https://flowcate.com/";"• Unabhängiger Softwareanbieter für standortbasierte Lösungen (Supply Chain, Produktion)
• Kernprodukt DeepHub: modulare Middleware für Ortungs- und Positionierungsdaten
• Technologieneutrale Ortung auf Basis des omlox-Standards (Co-Initiator)
• Anwendungen in Intralogistik, Logistik und industrieller Fertigung";"Nein";"Middleware für Ortungs-/Positionierungsdaten ohne eigene ML-Modelle; kein Data-Labeling-Bedarf."
"https://www.floy.com/";"https://ki-verband.de/wp-content/uploads/2025/11/floy-300x300.png";"Healthcare & Life Sciences";"Floy GmbH";"https://www.floy.com/";"• KI-gestützte Software zur Unterstützung von Radiologen
• Erkennung häufig übersehener Pathologien und Zufallsbefunde
• Analyse von Röntgen-, CT- und MRT-Aufnahmen
• Eingesetzt in über 170 Radiologie-Praxen in Deutschland";"Ja";"Medizinische Bild-KI mit eigenen Modellen zur Pathologieerkennung; benötigt hochwertig annotierte radiologische Bilddaten."
"https://www.fly.vc/";"https://ki-verband.de/wp-content/uploads/2025/11/fly_ventures_management_gmbh.png";"Finance & Insurance";"Fly Ventures Management GmbH";"https://www.fly.vc/";"• Early-Stage-Venture-Capital-Fonds mit Sitz in Berlin
• Erstinvestor für technische Gründer (Day-Zero bis Seed) in ganz Europa
• Fokus auf Deep-Tech und ML-getriebene Business-Automatisierung
• Mehrere Fonds; Portfolio mit über 3 Mrd. USD Folgefinanzierung";"Nein";"Venture-Capital-Investor ohne eigene Modell- oder Produktentwicklung; kein Labeling-Bedarf."
"https://eco.fold.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/foldai-300x300.png";"Agriculture & Environment";"foldAI / Turner und Partner Data Scientists PartG";"https://eco.fold.ai/";"• IoT, KI und Data Science für natürliche Ökosysteme (Waldgesundheit, Biodiversität, Klima)
• Plattform zur Umweltüberwachung, Risikobewertung und Ökosystem-Health-Tracking
• Über 1.000 Sensor-/Monitoring-Geräte in fünf europäischen Ländern ausgebracht
• Kombination aus Sensorik, Machine Learning und Forstexpertise";"Ja";"Entwickelt eigene ML-/Computer-Vision-Modelle zur Auswertung von Sensor- und Umweltdaten; Annotation von Ökosystem-/Bilddaten wahrscheinlich erforderlich."
"https://www.foresaight.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/foresaight.ai-300x300.png";"AI Techstack";"foresAIght.ai";"https://www.foresaight.ai/";"• KI-gestütztes Demand Forecasting für Supply-Chain-Planung
• Hybrid-AI-Engine kombiniert interne Verkaufsdaten mit über 1.000 externen Signalen (Wetter, Makro, Trends)
• Rollenspezifische Prognosen für Sales, Beschaffung, Produktion, Logistik
• Abo-Service für Hersteller und Distributoren";"Ja";"Entwickelt eigene ML-/Forecasting-Modelle; benötigt strukturierte, gelabelte Zeitreihen- und Signaldaten für Training und Kalibrierung."
"https://www.forward-marketing.de/";"https://ki-verband.de/wp-content/uploads/2026/03/forward-marketing-300x300.png";"Sales & Marketing";"Forward Marketing GbR";"https://www.forward-marketing.de/";"• Werbe- und Digitalmarketing-Agentur aus Thüringen (Erfurt, Dermbach)
• Webdesign, SEO, SEM/Google Ads, E-Commerce (Shopware), Social Media
• Medienproduktion: Foto, Video, Audio, 360°/VR
• Design & Print, Corporate Identity, zertifizierter Google Partner";"Nein";"Klassische Marketingagentur ohne eigene ML-/KI-Modelle; nutzt allenfalls fremde KI-Tools für Content."
